trackname,composer,milliseconds,bytes,unitprice,albumtitle,artistname,mediatypename,genrename,invoicedate,billingaddress,billingcity,billingstate,billingcountry,billingpostalcode,invoicetotal,customerfirstname,customerlastname,customeraddress,customercity,customerstate,customercountry,invoicelinequantity,invoicelineunitprice,Day,Month,Year
Vida De Cachorro,Rita Lee - Arnaldo Baptista - Sérgio Baptista,195186,6411149,0.99,Minha História,Os Mutantes,MPEG audio file,Alternative & Punk,2021-03-09,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,8.91,Martha,Silk,194A Chain Lake Drive,Halifax,NS,Canada,1,0.99,9,3,2021
Meu Refrigerador Não Funciona,Arnaldo Baptista - Rita Lee - Sérgio Dias,382981,12495906,0.99,Minha História,Os Mutantes,MPEG audio file,Alternative & Punk,2021-03-09,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,8.91,Martha,Silk,194A Chain Lake Drive,Halifax,NS,Canada,1,0.99,9,3,2021
Smoke On The Water,Gillan/Glover/Lord/Paice,618031,20103125,0.99,MK III The Final Concerts [Disc 1],Deep Purple,MPEG audio file,Rock,2021-03-09,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,8.91,Martha,Silk,194A Chain Lake Drive,Halifax,NS,Canada,1,0.99,9,3,2021
Trampled Under Foot,John Paul Jones,336692,11154468,0.99,Physical Graffiti [Disc 1],Led Zeppelin,MPEG audio file,Rock,2021-03-09,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,8.91,Martha,Silk,194A Chain Lake Drive,Halifax,NS,Canada,1,0.99,9,3,2021
União Da Ilha,"Dito/Djalma Falcao/Ilha, Almir Da/Márcio André",330945,11100945,0.99,Sambas De Enredo 2001,Various Artists,MPEG audio file,Latin,2021-03-14,"8, Rue Hanovre",Paris,unknown,France,75002,13.86,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,14,3,2021
Put Your Lights On,E. Shrody,285178,9394769,0.99,Supernatural,Santana,MPEG audio file,Rock,2021-03-14,"8, Rue Hanovre",Paris,unknown,France,75002,13.86,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,14,3,2021
Primavera,KC Porter & JB Eckl,378618,12504234,0.99,Supernatural,Santana,MPEG audio file,Rock,2021-03-14,"8, Rue Hanovre",Paris,unknown,France,75002,13.86,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,14,3,2021
Seis Da Tarde,unknown,238445,7935898,0.99,The Best of Ed Motta,Ed Motta,MPEG audio file,Latin,2021-03-14,"8, Rue Hanovre",Paris,unknown,France,75002,13.86,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,14,3,2021
Compulsion,Miles Davis,345025,11254474,0.99,The Essential Miles Davis [Disc 1],Miles Davis,MPEG audio file,Jazz,2021-03-14,"8, Rue Hanovre",Paris,unknown,France,75002,13.86,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,14,3,2021
The Pan Piper,Miles Davis,233769,7593713,0.99,The Essential Miles Davis [Disc 1],Miles Davis,MPEG audio file,Jazz,2021-03-14,"8, Rue Hanovre",Paris,unknown,France,75002,13.86,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,14,3,2021
Jean Pierre (Live),Miles Davis,243461,7955114,0.99,The Essential Miles Davis [Disc 2],Miles Davis,MPEG audio file,Jazz,2021-03-14,"8, Rue Hanovre",Paris,unknown,France,75002,13.86,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,14,3,2021
Drum Boogie,unknown,191555,6185636,0.99,Up An' Atom,Gene Krupa,MPEG audio file,Jazz,2021-03-14,"8, Rue Hanovre",Paris,unknown,France,75002,13.86,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,14,3,2021
Lemon Drop,unknown,194089,6287531,0.99,Up An' Atom,Gene Krupa,MPEG audio file,Jazz,2021-03-14,"8, Rue Hanovre",Paris,unknown,France,75002,13.86,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,14,3,2021
Showcase,unknown,201560,6697510,0.99,Up An' Atom,Gene Krupa,MPEG audio file,Jazz,2021-03-14,"8, Rue Hanovre",Paris,unknown,France,75002,13.86,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,14,3,2021
Como É Duro Trabalhar,unknown,226168,7541177,0.99,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,MPEG audio file,Bossa Nova,2021-03-14,"8, Rue Hanovre",Paris,unknown,France,75002,13.86,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,14,3,2021
Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),unknown,163970,5399626,0.99,Vozes do MPB,Various Artists,MPEG audio file,Latin,2021-03-14,"8, Rue Hanovre",Paris,unknown,France,75002,13.86,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,14,3,2021
As Rosas Não Falam (Beth Carvalho),unknown,116767,3836641,0.99,Vozes do MPB,Various Artists,MPEG audio file,Latin,2021-03-14,"8, Rue Hanovre",Paris,unknown,France,75002,13.86,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,14,3,2021
Green River,J. C. Fogerty,154279,5105874,0.99,"Chronicle, Vol. 1",Creedence Clearwater Revival,MPEG audio file,Rock,2021-03-14,"8, Rue Hanovre",Paris,unknown,France,75002,13.86,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,14,3,2021
Someday Never Comes,J. C. Fogerty,239360,7945235,0.99,"Chronicle, Vol. 1",Creedence Clearwater Revival,MPEG audio file,Rock,2021-03-22,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,0.99,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,22,3,2021
Walking On The Water,J.C. Fogerty,281286,9302129,0.99,"Chronicle, Vol. 2",Creedence Clearwater Revival,MPEG audio file,Rock,2021-04-04,421 Bourke Street,Sidney,NSW,Australia,2010,1.98,Mark,Taylor,421 Bourke Street,Sidney,NSW,Australia,1,0.99,4,4,2021
"Suzie-Q, Pt. 2",J.C. Fogerty,244114,7986637,0.99,"Chronicle, Vol. 2",Creedence Clearwater Revival,MPEG audio file,Rock,2021-04-04,421 Bourke Street,Sidney,NSW,Australia,2010,1.98,Mark,Taylor,421 Bourke Street,Sidney,NSW,Australia,1,0.99,4,4,2021
Good Golly Miss Molly,J.C. Fogerty,163604,5348175,0.99,"Chronicle, Vol. 2",Creedence Clearwater Revival,MPEG audio file,Rock,2021-04-04,"Calle Lira, 198",Santiago,unknown,Chile,0,1.98,Luis,Rojas,"Calle Lira, 198",Santiago,unknown,Chile,1,0.99,4,4,2021
Wrote A Song For Everyone,J.C. Fogerty,296385,9675875,0.99,"Chronicle, Vol. 2",Creedence Clearwater Revival,MPEG audio file,Rock,2021-04-04,"Calle Lira, 198",Santiago,unknown,Chile,0,1.98,Luis,Rojas,"Calle Lira, 198",Santiago,unknown,Chile,1,0.99,4,4,2021
Cotton Fields,J.C. Fogerty,178181,5919224,0.99,"Chronicle, Vol. 2",Creedence Clearwater Revival,MPEG audio file,Rock,2021-04-05,"3,Raj Bhavan Road",Bangalore,unknown,India,560001,3.96,Puja,Srivastava,"3,Raj Bhavan Road",Bangalore,unknown,India,1,0.99,5,4,2021
Don't Look Now,J.C. Fogerty,131918,4366455,0.99,"Chronicle, Vol. 2",Creedence Clearwater Revival,MPEG audio file,Rock,2021-04-05,"3,Raj Bhavan Road",Bangalore,unknown,India,560001,3.96,Puja,Srivastava,"3,Raj Bhavan Road",Bangalore,unknown,India,1,0.99,5,4,2021
Before You Accuse Me,J.C. Fogerty,207804,6815126,0.99,"Chronicle, Vol. 2",Creedence Clearwater Revival,MPEG audio file,Rock,2021-04-05,"3,Raj Bhavan Road",Bangalore,unknown,India,560001,3.96,Puja,Srivastava,"3,Raj Bhavan Road",Bangalore,unknown,India,1,0.99,5,4,2021
Pagan Baby,J.C. Fogerty,385619,12713813,0.99,"Chronicle, Vol. 2",Creedence Clearwater Revival,MPEG audio file,Rock,2021-04-05,"3,Raj Bhavan Road",Bangalore,unknown,India,560001,3.96,Puja,Srivastava,"3,Raj Bhavan Road",Bangalore,unknown,India,1,0.99,5,4,2021
Born To Move,J.C. Fogerty,342804,11260814,0.99,"Chronicle, Vol. 2",Creedence Clearwater Revival,MPEG audio file,Rock,2021-04-06,Ullevålsveien 14,Oslo,unknown,Norway,0171,5.94,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,6,4,2021
Brasil,unknown,243696,7911683,0.99,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,MPEG audio file,Latin,2021-04-06,Ullevålsveien 14,Oslo,unknown,Norway,0171,5.94,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,6,4,2021
Coroné Antonio Bento,unknown,200437,6713066,0.99,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,MPEG audio file,Latin,2021-04-06,Ullevålsveien 14,Oslo,unknown,Norway,0171,5.94,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,6,4,2021
Música Urbana 2,unknown,194899,6383472,0.99,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,MPEG audio file,Latin,2021-04-06,Ullevålsveien 14,Oslo,unknown,Norway,0171,5.94,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,6,4,2021
Woman Of The World (Ao Vivo),unknown,298919,9724145,0.99,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,MPEG audio file,Latin,2021-04-06,Ullevålsveien 14,Oslo,unknown,Norway,0171,5.94,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,6,4,2021
Smells Like Teen Spirit (Ao Vivo),unknown,316865,10384506,0.99,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,MPEG audio file,Latin,2021-04-06,Ullevålsveien 14,Oslo,unknown,Norway,0171,5.94,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,6,4,2021
Admirável Gado Novo,unknown,274390,9144031,0.99,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,MPEG audio file,Latin,2021-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,9,4,2021
Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),unknown,188473,6195854,0.99,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,MPEG audio file,Latin,2021-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,9,4,2021
Drifter,Bolin/Coverdale,242834,8001505,0.99,Come Taste The Band,Deep Purple,MPEG audio file,Rock,2021-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,9,4,2021
Child In Time,"Blackmore, Gillan, Glover, Lord, Paice",620460,20230089,0.99,Deep Purple In Rock,Deep Purple,MPEG audio file,Rock,2021-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,9,4,2021
No No No,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",414902,13646606,0.99,Fireball,Deep Purple,MPEG audio file,Rock,2021-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,9,4,2021
Knocking At Your Back Door,"Richie Blackmore, Ian Gillian, Roger Glover",424829,13779332,0.99,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,MPEG audio file,Rock,2021-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,9,4,2021
The Unwritten Law,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",295053,9740361,0.99,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,MPEG audio file,Rock,2021-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,9,4,2021
Maybe I'm A Leo,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,290455,9502646,0.99,Machine Head,Deep Purple,MPEG audio file,Rock,2021-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,9,4,2021
Vavoom : Ted The Mechanic,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",257384,8510755,0.99,Purpendicular,Deep Purple,MPEG audio file,Rock,2021-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,9,4,2021
Hey Cisco,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",354089,11600029,0.99,Purpendicular,Deep Purple,MPEG audio file,Rock,2021-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,14,4,2021
Fortuneteller,"Blackmore, Glover, Turner, Lord, Paice",349335,11369671,0.99,Slaves And Masters,Deep Purple,MPEG audio file,Rock,2021-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,14,4,2021
High Ball Shooter,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,267833,8772471,0.99,Stormbringer,Deep Purple,MPEG audio file,Rock,2021-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,14,4,2021
A Twist In The Tail,roger glover,257462,8413103,0.99,The Battle Rages On,Deep Purple,MPEG audio file,Rock,2021-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,14,4,2021
Animal,unknown,244741,7985133,0.99,Vault: Def Leppard's Greatest Hits,Def Leppard,MPEG audio file,Rock,2021-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,14,4,2021
Hysteria,unknown,355056,11622738,0.99,Vault: Def Leppard's Greatest Hits,Def Leppard,MPEG audio file,Rock,2021-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,14,4,2021
"Baltimore, DC",John Scofield,346932,11394473,0.99,Outbreak,Dennis Chambers,MPEG audio file,Jazz,2021-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,14,4,2021
Esquinas,unknown,280999,9096726,0.99,Djavan Ao Vivo - Vol. 02,Djavan,MPEG audio file,Latin,2021-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,14,4,2021
Açai,Djavan,270968,8893682,0.99,Djavan Ao Vivo - Vol. 1,Djavan,MPEG audio file,Latin,2021-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,14,4,2021
Um Amor Puro,Djavan,327105,10664698,0.99,Djavan Ao Vivo - Vol. 1,Djavan,MPEG audio file,Latin,2021-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,14,4,2021
Fascinação,unknown,180793,5793959,0.99,Elis Regina-Minha História,Elis Regina,MPEG audio file,Latin,2021-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,14,4,2021
Sunshine Of Your Love,Bruce/Clapton,252891,8225889,0.99,The Cream Of Clapton,Eric Clapton,MPEG audio file,Blues,2021-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,14,4,2021
Lay Down Sally,Clapton/Levy,231732,7774207,0.99,The Cream Of Clapton,Eric Clapton,MPEG audio file,Blues,2021-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,14,4,2021
Tears In Heaven,"Eric Clapton, Will Jennings",274729,9032835,0.99,Unplugged,Eric Clapton,MPEG audio file,Blues,2021-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,14,4,2021
Naked In Front Of The Computer,Mike Patton,128757,4225077,0.99,Album Of The Year,Faith No More,MPEG audio file,Alternative & Punk,2021-04-22,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,0.99,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,22,4,2021
Helpless,Bill Gould/Mike Bordin/Mike Patton,326217,10753135,0.99,Album Of The Year,Faith No More,MPEG audio file,Alternative & Punk,2021-05-05,Rua da Assunção 53,Lisbon,unknown,Portugal,0,1.98,João,Fernandes,Rua da Assunção 53,Lisbon,unknown,Portugal,1,0.99,5,5,2021
Mouth To Mouth,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton,228493,7505887,0.99,Album Of The Year,Faith No More,MPEG audio file,Alternative & Punk,2021-05-05,Rua da Assunção 53,Lisbon,unknown,Portugal,0,1.98,João,Fernandes,Rua da Assunção 53,Lisbon,unknown,Portugal,1,0.99,5,5,2021
She Loves Me Not,Bill Gould/Mike Bordin/Mike Patton,209867,6887544,0.99,Album Of The Year,Faith No More,MPEG audio file,Alternative & Punk,2021-05-05,Tauentzienstraße 8,Berlin,unknown,Germany,10789,1.98,Hannah,Schneider,Tauentzienstraße 8,Berlin,unknown,Germany,1,0.99,5,5,2021
Paths Of Glory,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,257253,8436300,0.99,Album Of The Year,Faith No More,MPEG audio file,Alternative & Punk,2021-05-05,Tauentzienstraße 8,Berlin,unknown,Germany,10789,1.98,Hannah,Schneider,Tauentzienstraße 8,Berlin,unknown,Germany,1,0.99,5,5,2021
Pristina,Bill Gould/Mike Patton,232698,7497361,0.99,Album Of The Year,Faith No More,MPEG audio file,Alternative & Punk,2021-05-06,Barbarossastraße 19,Berlin,unknown,Germany,10779,3.96,Niklas,Schröder,Barbarossastraße 19,Berlin,unknown,Germany,1,0.99,6,5,2021
Caffeine,unknown,267937,8747367,0.99,Angel Dust,Faith No More,MPEG audio file,Alternative & Punk,2021-05-06,Barbarossastraße 19,Berlin,unknown,Germany,10779,3.96,Niklas,Schröder,Barbarossastraße 19,Berlin,unknown,Germany,1,0.99,6,5,2021
RV,unknown,223242,7288162,0.99,Angel Dust,Faith No More,MPEG audio file,Alternative & Punk,2021-05-06,Barbarossastraße 19,Berlin,unknown,Germany,10779,3.96,Niklas,Schröder,Barbarossastraße 19,Berlin,unknown,Germany,1,0.99,6,5,2021
Everything's Ruined,unknown,273658,9010917,0.99,Angel Dust,Faith No More,MPEG audio file,Alternative & Punk,2021-05-06,Barbarossastraße 19,Berlin,unknown,Germany,10779,3.96,Niklas,Schröder,Barbarossastraße 19,Berlin,unknown,Germany,1,0.99,6,5,2021
A Small Victory,unknown,297168,9733572,0.99,Angel Dust,Faith No More,MPEG audio file,Alternative & Punk,2021-05-07,"9, Place Louis Barthou",Bordeaux,unknown,France,33000,5.94,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,unknown,France,1,0.99,7,5,2021
Easy,unknown,185835,6073008,0.99,Angel Dust,Faith No More,MPEG audio file,Alternative & Punk,2021-05-07,"9, Place Louis Barthou",Bordeaux,unknown,France,33000,5.94,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,unknown,France,1,0.99,7,5,2021
The Gentle Art Of Making Enemies,"Mike Bordin, Billy Gould, Mike Patton",209319,6908609,0.99,King For A Day Fool For A Lifetime,Faith No More,MPEG audio file,Rock,2021-05-07,"9, Place Louis Barthou",Bordeaux,unknown,France,33000,5.94,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,unknown,France,1,0.99,7,5,2021
Ugly In The Morning,"Mike Bordin, Billy Gould, Mike Patton",186435,6224997,0.99,King For A Day Fool For A Lifetime,Faith No More,MPEG audio file,Rock,2021-05-07,"9, Place Louis Barthou",Bordeaux,unknown,France,33000,5.94,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,unknown,France,1,0.99,7,5,2021
What A Day,"Mike Bordin, Billy Gould, Mike Patton",158275,5203430,0.99,King For A Day Fool For A Lifetime,Faith No More,MPEG audio file,Rock,2021-05-07,"9, Place Louis Barthou",Bordeaux,unknown,France,33000,5.94,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,unknown,France,1,0.99,7,5,2021
From Out Of Nowhere,Faith No More,202527,6587802,0.99,The Real Thing,Faith No More,MPEG audio file,Alternative & Punk,2021-05-07,"9, Place Louis Barthou",Bordeaux,unknown,France,33000,5.94,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,unknown,France,1,0.99,7,5,2021
Underwater Love,Faith No More,231993,7634387,0.99,The Real Thing,Faith No More,MPEG audio file,Alternative & Punk,2021-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,10,5,2021
Falamansa Song,unknown,237165,7921313,0.99,Deixa Entrar,Falamansa,MPEG audio file,Latin,2021-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,10,5,2021
Avisa,unknown,355030,11844320,0.99,Deixa Entrar,Falamansa,MPEG audio file,Latin,2021-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,10,5,2021
Desaforo,unknown,174524,5853561,0.99,Deixa Entrar,Falamansa,MPEG audio file,Latin,2021-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,10,5,2021
The Last Song,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",199523,6496742,0.99,In Your Honor [Disc 1],Foo Fighters,MPEG audio file,Rock,2021-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,10,5,2021
What If I Do?,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",302994,9929799,0.99,In Your Honor [Disc 2],Foo Fighters,MPEG audio file,Rock,2021-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,10,5,2021
Virginia Moon,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",229198,7494639,0.99,In Your Honor [Disc 2],Foo Fighters,MPEG audio file,Rock,2021-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,10,5,2021
Times Like These,Foo Fighters,266370,8624691,0.99,One By One,Foo Fighters,MPEG audio file,Alternative & Punk,2021-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,10,5,2021
Burn Away,Foo Fighters,298396,9678073,0.99,One By One,Foo Fighters,MPEG audio file,Alternative & Punk,2021-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,10,5,2021
See You,"Dave, Taylor, Nate, Chris",146782,4888173,0.99,The Colour And The Shape,Foo Fighters,MPEG audio file,Rock,2021-05-15,"Calle Lira, 198",Santiago,unknown,Chile,0,13.86,Luis,Rojas,"Calle Lira, 198",Santiago,unknown,Chile,1,0.99,15,5,2021
Funk Hum,unknown,244453,8084475,0.99,Roda De Funk,Funk Como Le Gusta,MPEG audio file,Latin,2021-05-15,"Calle Lira, 198",Santiago,unknown,Chile,0,13.86,Luis,Rojas,"Calle Lira, 198",Santiago,unknown,Chile,1,0.99,15,5,2021
Forty Days Instrumental,unknown,292493,9584317,0.99,Roda De Funk,Funk Como Le Gusta,MPEG audio file,Latin,2021-05-15,"Calle Lira, 198",Santiago,unknown,Chile,0,13.86,Luis,Rojas,"Calle Lira, 198",Santiago,unknown,Chile,1,0.99,15,5,2021
Pau-De-Arara,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga",191660,6340649,0.99,As Canções de Eu Tu Eles,Gilberto Gil,MPEG audio file,Soundtrack,2021-05-15,"Calle Lira, 198",Santiago,unknown,Chile,0,13.86,Luis,Rojas,"Calle Lira, 198",Santiago,unknown,Chile,1,0.99,15,5,2021
Stir It Up (Live),unknown,282409,9594738,0.99,Quanta Gente Veio Ver (Live),Gilberto Gil,MPEG audio file,Latin,2021-05-15,"Calle Lira, 198",Santiago,unknown,Chile,0,13.86,Luis,Rojas,"Calle Lira, 198",Santiago,unknown,Chile,1,0.99,15,5,2021
