"trackid","trackname","albumid","composer","milliseconds","bytes","unitprice","albumtitle","artistid","artistname","mediatypeid","mediatypename","genreid","genrename","invoiceid","customerid","invoicedate","billingaddress","billingcity","billingstate","billingcountry","billingpostalcode","invoicetotal","customerfirstname","customerlastname","customeraddress","customercity","customerstate","customercountry","invoicelinequantity","invoicelineunitprice"
474,"She",39,"Billie Joe Armstrong -Words Green Day -Music",134164,4425128,"0.99","International Superhits",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk",16,21,"2021-03-05 00:00:00","801 W 4th Street","Reno","NV","USA","89503","3.96","Kathy","Chase","801 W 4th Street","Reno","NV","USA",1,"0.99"
476,"Geek Stink Breath",39,"Billie Joe Armstrong -Words Green Day -Music",135888,4408983,"0.99","International Superhits",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk",16,21,"2021-03-05 00:00:00","801 W 4th Street","Reno","NV","USA","89503","3.96","Kathy","Chase","801 W 4th Street","Reno","NV","USA",1,"0.99"
480,"Stuck With Me",39,"Billie Joe Armstrong -Words Green Day -Music",135523,4431357,"0.99","International Superhits",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk",17,25,"2021-03-06 00:00:00","319 N. Frances Street","Madison","WI","USA","53703","5.94","Victor","Stevens","319 N. Frances Street","Madison","WI","USA",1,"0.99"
484,"Nice Guys Finish Last",39,"Billie Joe Armstrong -Words Green Day -Music",170187,5604618,"0.99","International Superhits",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk",17,25,"2021-03-06 00:00:00","319 N. Frances Street","Madison","WI","USA","53703","5.94","Victor","Stevens","319 N. Frances Street","Madison","WI","USA",1,"0.99"
488,"Macy's Day Parade",39,"Billie Joe Armstrong -Words Green Day -Music",213420,7075573,"0.99","International Superhits",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk",17,25,"2021-03-06 00:00:00","319 N. Frances Street","Madison","WI","USA","53703","5.94","Victor","Stevens","319 N. Frances Street","Madison","WI","USA",1,"0.99"
492,"Don't You Cry",40,"David Coverdale",347036,11269612,"0.99","Into The Light",55,"David Coverdale",1,"MPEG audio file",1,"Rock",17,25,"2021-03-06 00:00:00","319 N. Frances Street","Madison","WI","USA","53703","5.94","Victor","Stevens","319 N. Frances Street","Madison","WI","USA",1,"0.99"
496,"Living On Love",40,"Bossi/David Coverdale/Earl Slick",391549,12785876,"0.99","Into The Light",55,"David Coverdale",1,"MPEG audio file",1,"Rock",17,25,"2021-03-06 00:00:00","319 N. Frances Street","Madison","WI","USA","53703","5.94","Victor","Stevens","319 N. Frances Street","Madison","WI","USA",1,"0.99"
500,"Wherever You May Go",40,"David Coverdale",239699,7803074,"0.99","Into The Light",55,"David Coverdale",1,"MPEG audio file",1,"Rock",17,25,"2021-03-06 00:00:00","319 N. Frances Street","Madison","WI","USA","53703","5.94","Victor","Stevens","319 N. Frances Street","Madison","WI","USA",1,"0.99"
506,"Diga Lá, Coração",41,NULL,255921,8280636,"0.99","Meus Momentos",56,"Gonzaguinha",1,"MPEG audio file",7,"Latin",18,31,"2021-03-09 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","8.91","Martha","Silk","194A Chain Lake Drive","Halifax","NS","Canada",1,"0.99"
512,"Comportamento Geral",41,"Gonzaga Jr",181577,5997444,"0.99","Meus Momentos",56,"Gonzaguinha",1,"MPEG audio file",7,"Latin",18,31,"2021-03-09 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","8.91","Martha","Silk","194A Chain Lake Drive","Halifax","NS","Canada",1,"0.99"
518,"Podres Poderes",23,NULL,259761,8622495,"0.99","Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",18,31,"2021-03-09 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","8.91","Martha","Silk","194A Chain Lake Drive","Halifax","NS","Canada",1,"0.99"
524,"Queixa",23,NULL,299676,9953962,"0.99","Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",18,31,"2021-03-09 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","8.91","Martha","Silk","194A Chain Lake Drive","Halifax","NS","Canada",1,"0.99"
530,"Ando Meio Desligado",42,"Arnaldo Baptista - Rita Lee -  Sérgio Dias",287817,9484504,"0.99","Minha História",57,"Os Mutantes",1,"MPEG audio file",4,"Alternative & Punk",18,31,"2021-03-09 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","8.91","Martha","Silk","194A Chain Lake Drive","Halifax","NS","Canada",1,"0.99"
536,"Vida De Cachorro",42,"Rita Lee - Arnaldo Baptista - Sérgio Baptista",195186,6411149,"0.99","Minha História",57,"Os Mutantes",1,"MPEG audio file",4,"Alternative & Punk",18,31,"2021-03-09 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","8.91","Martha","Silk","194A Chain Lake Drive","Halifax","NS","Canada",1,"0.99"
542,"Meu Refrigerador Não Funciona",42,"Arnaldo Baptista - Rita Lee - Sérgio Dias",382981,12495906,"0.99","Minha História",57,"Os Mutantes",1,"MPEG audio file",4,"Alternative & Punk",18,31,"2021-03-09 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","8.91","Martha","Silk","194A Chain Lake Drive","Halifax","NS","Canada",1,"0.99"
548,"Smoke On The Water",43,"Gillan/Glover/Lord/Paice",618031,20103125,"0.99","MK III The Final Concerts [Disc 1]",58,"Deep Purple",1,"MPEG audio file",1,"Rock",18,31,"2021-03-09 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","8.91","Martha","Silk","194A Chain Lake Drive","Halifax","NS","Canada",1,"0.99"
554,"Trampled Under Foot",44,"John Paul Jones",336692,11154468,"0.99","Physical Graffiti [Disc 1]",22,"Led Zeppelin",1,"MPEG audio file",1,"Rock",18,31,"2021-03-09 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","8.91","Martha","Silk","194A Chain Lake Drive","Halifax","NS","Canada",1,"0.99"
563,"União Da Ilha",45,"Dito/Djalma Falcao/Ilha, Almir Da/Márcio André",330945,11100945,"0.99","Sambas De Enredo 2001",21,"Various Artists",1,"MPEG audio file",7,"Latin",19,40,"2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86","Dominique","Lefebvre","8, Rue Hanovre","Paris",NULL,"France",1,"0.99"
572,"Put Your Lights On",46,"E. Shrody",285178,9394769,"0.99","Supernatural",59,"Santana",1,"MPEG audio file",1,"Rock",19,40,"2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86","Dominique","Lefebvre","8, Rue Hanovre","Paris",NULL,"France",1,"0.99"
581,"Primavera",46,"KC Porter & JB Eckl",378618,12504234,"0.99","Supernatural",59,"Santana",1,"MPEG audio file",1,"Rock",19,40,"2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86","Dominique","Lefebvre","8, Rue Hanovre","Paris",NULL,"France",1,"0.99"
590,"Seis Da Tarde",47,NULL,238445,7935898,"0.99","The Best of Ed Motta",37,"Ed Motta",1,"MPEG audio file",7,"Latin",19,40,"2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86","Dominique","Lefebvre","8, Rue Hanovre","Paris",NULL,"France",1,"0.99"
599,"Compulsion",48,"Miles Davis",345025,11254474,"0.99","The Essential Miles Davis [Disc 1]",68,"Miles Davis",1,"MPEG audio file",2,"Jazz",19,40,"2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86","Dominique","Lefebvre","8, Rue Hanovre","Paris",NULL,"France",1,"0.99"
608,"The Pan Piper",48,"Miles Davis",233769,7593713,"0.99","The Essential Miles Davis [Disc 1]",68,"Miles Davis",1,"MPEG audio file",2,"Jazz",19,40,"2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86","Dominique","Lefebvre","8, Rue Hanovre","Paris",NULL,"France",1,"0.99"
617,"Jean Pierre (Live)",49,"Miles Davis",243461,7955114,"0.99","The Essential Miles Davis [Disc 2]",68,"Miles Davis",1,"MPEG audio file",2,"Jazz",19,40,"2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86","Dominique","Lefebvre","8, Rue Hanovre","Paris",NULL,"France",1,"0.99"
626,"Drum Boogie",51,NULL,191555,6185636,"0.99","Up An' Atom",69,"Gene Krupa",1,"MPEG audio file",2,"Jazz",19,40,"2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86","Dominique","Lefebvre","8, Rue Hanovre","Paris",NULL,"France",1,"0.99"
635,"Lemon Drop",51,NULL,194089,6287531,"0.99","Up An' Atom",69,"Gene Krupa",1,"MPEG audio file",2,"Jazz",19,40,"2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86","Dominique","Lefebvre","8, Rue Hanovre","Paris",NULL,"France",1,"0.99"
644,"Showcase",51,NULL,201560,6697510,"0.99","Up An' Atom",69,"Gene Krupa",1,"MPEG audio file",2,"Jazz",19,40,"2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86","Dominique","Lefebvre","8, Rue Hanovre","Paris",NULL,"France",1,"0.99"
653,"Como É Duro Trabalhar",52,NULL,226168,7541177,"0.99","Vinícius De Moraes - Sem Limite",70,"Toquinho & Vinícius",1,"MPEG audio file",11,"Bossa Nova",19,40,"2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86","Dominique","Lefebvre","8, Rue Hanovre","Paris",NULL,"France",1,"0.99"
662,"Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)",53,NULL,163970,5399626,"0.99","Vozes do MPB",21,"Various Artists",1,"MPEG audio file",7,"Latin",19,40,"2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86","Dominique","Lefebvre","8, Rue Hanovre","Paris",NULL,"France",1,"0.99"
671,"As Rosas Não Falam (Beth Carvalho)",53,NULL,116767,3836641,"0.99","Vozes do MPB",21,"Various Artists",1,"MPEG audio file",7,"Latin",19,40,"2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86","Dominique","Lefebvre","8, Rue Hanovre","Paris",NULL,"France",1,"0.99"
680,"Green River",54,"J. C. Fogerty",154279,5105874,"0.99","Chronicle, Vol. 1",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock",19,40,"2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86","Dominique","Lefebvre","8, Rue Hanovre","Paris",NULL,"France",1,"0.99"
694,"Someday Never Comes",54,"J. C. Fogerty",239360,7945235,"0.99","Chronicle, Vol. 1",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock",20,54,"2021-03-22 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","0.99","Steve","Murray","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom",1,"0.99"
695,"Walking On The Water",55,"J.C. Fogerty",281286,9302129,"0.99","Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock",21,55,"2021-04-04 00:00:00","421 Bourke Street","Sidney","NSW","Australia","2010","1.98","Mark","Taylor","421 Bourke Street","Sidney","NSW","Australia",1,"0.99"
696,"Suzie-Q, Pt. 2",55,"J.C. Fogerty",244114,7986637,"0.99","Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock",21,55,"2021-04-04 00:00:00","421 Bourke Street","Sidney","NSW","Australia","2010","1.98","Mark","Taylor","421 Bourke Street","Sidney","NSW","Australia",1,"0.99"
698,"Good Golly Miss Molly",55,"J.C. Fogerty",163604,5348175,"0.99","Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock",22,57,"2021-04-04 00:00:00","Calle Lira, 198","Santiago",NULL,"Chile",NULL,"1.98","Luis","Rojas","Calle Lira, 198","Santiago",NULL,"Chile",1,"0.99"
700,"Wrote A Song For Everyone",55,"J.C. Fogerty",296385,9675875,"0.99","Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock",22,57,"2021-04-04 00:00:00","Calle Lira, 198","Santiago",NULL,"Chile",NULL,"1.98","Luis","Rojas","Calle Lira, 198","Santiago",NULL,"Chile",1,"0.99"
702,"Cotton Fields",55,"J.C. Fogerty",178181,5919224,"0.99","Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock",23,59,"2021-04-05 00:00:00","3,Raj Bhavan Road","Bangalore",NULL,"India","560001","3.96","Puja","Srivastava","3,Raj Bhavan Road","Bangalore",NULL,"India",1,"0.99"
704,"Don't Look Now",55,"J.C. Fogerty",131918,4366455,"0.99","Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock",23,59,"2021-04-05 00:00:00","3,Raj Bhavan Road","Bangalore",NULL,"India","560001","3.96","Puja","Srivastava","3,Raj Bhavan Road","Bangalore",NULL,"India",1,"0.99"
706,"Before You Accuse Me",55,"J.C. Fogerty",207804,6815126,"0.99","Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock",23,59,"2021-04-05 00:00:00","3,Raj Bhavan Road","Bangalore",NULL,"India","560001","3.96","Puja","Srivastava","3,Raj Bhavan Road","Bangalore",NULL,"India",1,"0.99"
708,"Pagan Baby",55,"J.C. Fogerty",385619,12713813,"0.99","Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock",23,59,"2021-04-05 00:00:00","3,Raj Bhavan Road","Bangalore",NULL,"India","560001","3.96","Puja","Srivastava","3,Raj Bhavan Road","Bangalore",NULL,"India",1,"0.99"
712,"Born To Move",55,"J.C. Fogerty",342804,11260814,"0.99","Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock",24,4,"2021-04-06 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","5.94","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
716,"Brasil",56,NULL,243696,7911683,"0.99","Cássia Eller - Coleção Sem Limite [Disc 2]",77,"Cássia Eller",1,"MPEG audio file",7,"Latin",24,4,"2021-04-06 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","5.94","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
720,"Coroné Antonio Bento",56,NULL,200437,6713066,"0.99","Cássia Eller - Coleção Sem Limite [Disc 2]",77,"Cássia Eller",1,"MPEG audio file",7,"Latin",24,4,"2021-04-06 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","5.94","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
724,"Música Urbana 2",56,NULL,194899,6383472,"0.99","Cássia Eller - Coleção Sem Limite [Disc 2]",77,"Cássia Eller",1,"MPEG audio file",7,"Latin",24,4,"2021-04-06 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","5.94","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
728,"Woman Of The World (Ao Vivo)",56,NULL,298919,9724145,"0.99","Cássia Eller - Coleção Sem Limite [Disc 2]",77,"Cássia Eller",1,"MPEG audio file",7,"Latin",24,4,"2021-04-06 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","5.94","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
732,"Smells Like Teen Spirit (Ao Vivo)",57,NULL,316865,10384506,"0.99","Cássia Eller - Sem Limite [Disc 1]",77,"Cássia Eller",1,"MPEG audio file",7,"Latin",24,4,"2021-04-06 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","5.94","Bjørn","Hansen","Ullevålsveien 14","Oslo",NULL,"Norway",1,"0.99"
738,"Admirável Gado Novo",57,NULL,274390,9144031,"0.99","Cássia Eller - Sem Limite [Disc 1]",77,"Cássia Eller",1,"MPEG audio file",7,"Latin",25,10,"2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91","Eduardo","Martins","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil",1,"0.99"
744,"Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos)",57,NULL,188473,6195854,"0.99","Cássia Eller - Sem Limite [Disc 1]",77,"Cássia Eller",1,"MPEG audio file",7,"Latin",25,10,"2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91","Eduardo","Martins","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil",1,"0.99"
750,"Drifter",58,"Bolin/Coverdale",242834,8001505,"0.99","Come Taste The Band",58,"Deep Purple",1,"MPEG audio file",1,"Rock",25,10,"2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91","Eduardo","Martins","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil",1,"0.99"
756,"Child In Time",59,"Blackmore, Gillan, Glover, Lord, Paice",620460,20230089,"0.99","Deep Purple In Rock",58,"Deep Purple",1,"MPEG audio file",1,"Rock",25,10,"2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91","Eduardo","Martins","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil",1,"0.99"
762,"No No No",60,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",414902,13646606,"0.99","Fireball",58,"Deep Purple",1,"MPEG audio file",1,"Rock",25,10,"2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91","Eduardo","Martins","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil",1,"0.99"
768,"Knocking At Your Back Door",61,"Richie Blackmore, Ian Gillian, Roger Glover",424829,13779332,"0.99","Knocking at Your Back Door: The Best Of Deep Purple in the 80's",58,"Deep Purple",1,"MPEG audio file",1,"Rock",25,10,"2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91","Eduardo","Martins","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil",1,"0.99"
774,"The Unwritten Law",61,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",295053,9740361,"0.99","Knocking at Your Back Door: The Best Of Deep Purple in the 80's",58,"Deep Purple",1,"MPEG audio file",1,"Rock",25,10,"2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91","Eduardo","Martins","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil",1,"0.99"
780,"Maybe I'm A Leo",62,"Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",290455,9502646,"0.99","Machine Head",58,"Deep Purple",1,"MPEG audio file",1,"Rock",25,10,"2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91","Eduardo","Martins","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil",1,"0.99"
786,"Vavoom : Ted The Mechanic",63,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",257384,8510755,"0.99","Purpendicular",58,"Deep Purple",1,"MPEG audio file",1,"Rock",25,10,"2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91","Eduardo","Martins","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil",1,"0.99"
795,"Hey Cisco",63,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",354089,11600029,"0.99","Purpendicular",58,"Deep Purple",1,"MPEG audio file",1,"Rock",26,19,"2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
804,"Fortuneteller",64,"Blackmore, Glover, Turner, Lord, Paice",349335,11369671,"0.99","Slaves And Masters",58,"Deep Purple",1,"MPEG audio file",1,"Rock",26,19,"2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
813,"High Ball Shooter",65,"D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore",267833,8772471,"0.99","Stormbringer",58,"Deep Purple",1,"MPEG audio file",1,"Rock",26,19,"2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
822,"A Twist In The Tail",66,"roger glover",257462,8413103,"0.99","The Battle Rages On",58,"Deep Purple",1,"MPEG audio file",1,"Rock",26,19,"2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
831,"Animal",67,NULL,244741,7985133,"0.99","Vault: Def Leppard's Greatest Hits",78,"Def Leppard",1,"MPEG audio file",1,"Rock",26,19,"2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
840,"Hysteria",67,NULL,355056,11622738,"0.99","Vault: Def Leppard's Greatest Hits",78,"Def Leppard",1,"MPEG audio file",1,"Rock",26,19,"2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
849,"Baltimore, DC",68,"John Scofield",346932,11394473,"0.99","Outbreak",79,"Dennis Chambers",1,"MPEG audio file",2,"Jazz",26,19,"2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
858,"Esquinas",69,NULL,280999,9096726,"0.99","Djavan Ao Vivo - Vol. 02",80,"Djavan",1,"MPEG audio file",7,"Latin",26,19,"2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
867,"Açai",70,"Djavan",270968,8893682,"0.99","Djavan Ao Vivo - Vol. 1",80,"Djavan",1,"MPEG audio file",7,"Latin",26,19,"2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
876,"Um Amor Puro",70,"Djavan",327105,10664698,"0.99","Djavan Ao Vivo - Vol. 1",80,"Djavan",1,"MPEG audio file",7,"Latin",26,19,"2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
885,"Fascinação",71,NULL,180793,5793959,"0.99","Elis Regina-Minha História",41,"Elis Regina",1,"MPEG audio file",7,"Latin",26,19,"2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
894,"Sunshine Of Your Love",72,"Bruce/Clapton",252891,8225889,"0.99","The Cream Of Clapton",81,"Eric Clapton",1,"MPEG audio file",6,"Blues",26,19,"2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
903,"Lay Down Sally",72,"Clapton/Levy",231732,7774207,"0.99","The Cream Of Clapton",81,"Eric Clapton",1,"MPEG audio file",6,"Blues",26,19,"2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"0.99"
