"trackid","trackname","albumid","albumtitle","artistid","artistname","mediatypeid","mediatypename","genreid","genrename","composer","milliseconds","bytes","unitprice","invoiceid","customerid","customerfirstname","customerlastname","invoicedate","billingaddress","billingcity","billingstate","billingcountry","billingpostalcode","invoicetotal","invoicelinequantity","invoicelineunitprice"
536,"Vida De Cachorro",42,"Minha História",57,"Os Mutantes",1,"MPEG audio file",4,"Alternative & Punk","Rita Lee - Arnaldo Baptista - Sérgio Baptista",195186,6411149,"0.99",18,31,"Martha","Silk","2021-03-09 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","8.91",1,"0.99"
542,"Meu Refrigerador Não Funciona",42,"Minha História",57,"Os Mutantes",1,"MPEG audio file",4,"Alternative & Punk","Arnaldo Baptista - Rita Lee - Sérgio Dias",382981,12495906,"0.99",18,31,"Martha","Silk","2021-03-09 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","8.91",1,"0.99"
548,"Smoke On The Water",43,"MK III The Final Concerts [Disc 1]",58,"Deep Purple",1,"MPEG audio file",1,"Rock","Gillan/Glover/Lord/Paice",618031,20103125,"0.99",18,31,"Martha","Silk","2021-03-09 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","8.91",1,"0.99"
554,"Trampled Under Foot",44,"Physical Graffiti [Disc 1]",22,"Led Zeppelin",1,"MPEG audio file",1,"Rock","John Paul Jones",336692,11154468,"0.99",18,31,"Martha","Silk","2021-03-09 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","8.91",1,"0.99"
563,"União Da Ilha",45,"Sambas De Enredo 2001",21,"Various Artists",1,"MPEG audio file",7,"Latin","Dito/Djalma Falcao/Ilha, Almir Da/Márcio André",330945,11100945,"0.99",19,40,"Dominique","Lefebvre","2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86",1,"0.99"
572,"Put Your Lights On",46,"Supernatural",59,"Santana",1,"MPEG audio file",1,"Rock","E. Shrody",285178,9394769,"0.99",19,40,"Dominique","Lefebvre","2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86",1,"0.99"
581,"Primavera",46,"Supernatural",59,"Santana",1,"MPEG audio file",1,"Rock","KC Porter & JB Eckl",378618,12504234,"0.99",19,40,"Dominique","Lefebvre","2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86",1,"0.99"
590,"Seis Da Tarde",47,"The Best of Ed Motta",37,"Ed Motta",1,"MPEG audio file",7,"Latin",NULL,238445,7935898,"0.99",19,40,"Dominique","Lefebvre","2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86",1,"0.99"
599,"Compulsion",48,"The Essential Miles Davis [Disc 1]",68,"Miles Davis",1,"MPEG audio file",2,"Jazz","Miles Davis",345025,11254474,"0.99",19,40,"Dominique","Lefebvre","2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86",1,"0.99"
608,"The Pan Piper",48,"The Essential Miles Davis [Disc 1]",68,"Miles Davis",1,"MPEG audio file",2,"Jazz","Miles Davis",233769,7593713,"0.99",19,40,"Dominique","Lefebvre","2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86",1,"0.99"
617,"Jean Pierre (Live)",49,"The Essential Miles Davis [Disc 2]",68,"Miles Davis",1,"MPEG audio file",2,"Jazz","Miles Davis",243461,7955114,"0.99",19,40,"Dominique","Lefebvre","2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86",1,"0.99"
626,"Drum Boogie",51,"Up An' Atom",69,"Gene Krupa",1,"MPEG audio file",2,"Jazz",NULL,191555,6185636,"0.99",19,40,"Dominique","Lefebvre","2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86",1,"0.99"
635,"Lemon Drop",51,"Up An' Atom",69,"Gene Krupa",1,"MPEG audio file",2,"Jazz",NULL,194089,6287531,"0.99",19,40,"Dominique","Lefebvre","2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86",1,"0.99"
644,"Showcase",51,"Up An' Atom",69,"Gene Krupa",1,"MPEG audio file",2,"Jazz",NULL,201560,6697510,"0.99",19,40,"Dominique","Lefebvre","2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86",1,"0.99"
653,"Como É Duro Trabalhar",52,"Vinícius De Moraes - Sem Limite",70,"Toquinho & Vinícius",1,"MPEG audio file",11,"Bossa Nova",NULL,226168,7541177,"0.99",19,40,"Dominique","Lefebvre","2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86",1,"0.99"
662,"Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)",53,"Vozes do MPB",21,"Various Artists",1,"MPEG audio file",7,"Latin",NULL,163970,5399626,"0.99",19,40,"Dominique","Lefebvre","2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86",1,"0.99"
671,"As Rosas Não Falam (Beth Carvalho)",53,"Vozes do MPB",21,"Various Artists",1,"MPEG audio file",7,"Latin",NULL,116767,3836641,"0.99",19,40,"Dominique","Lefebvre","2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86",1,"0.99"
680,"Green River",54,"Chronicle, Vol. 1",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J. C. Fogerty",154279,5105874,"0.99",19,40,"Dominique","Lefebvre","2021-03-14 00:00:00","8, Rue Hanovre","Paris",NULL,"France","75002","13.86",1,"0.99"
694,"Someday Never Comes",54,"Chronicle, Vol. 1",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J. C. Fogerty",239360,7945235,"0.99",20,54,"Steve","Murray","2021-03-22 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","0.99",1,"0.99"
695,"Walking On The Water",55,"Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J.C. Fogerty",281286,9302129,"0.99",21,55,"Mark","Taylor","2021-04-04 00:00:00","421 Bourke Street","Sidney","NSW","Australia","2010","1.98",1,"0.99"
696,"Suzie-Q, Pt. 2",55,"Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J.C. Fogerty",244114,7986637,"0.99",21,55,"Mark","Taylor","2021-04-04 00:00:00","421 Bourke Street","Sidney","NSW","Australia","2010","1.98",1,"0.99"
698,"Good Golly Miss Molly",55,"Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J.C. Fogerty",163604,5348175,"0.99",22,57,"Luis","Rojas","2021-04-04 00:00:00","Calle Lira, 198","Santiago",NULL,"Chile",NULL,"1.98",1,"0.99"
700,"Wrote A Song For Everyone",55,"Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J.C. Fogerty",296385,9675875,"0.99",22,57,"Luis","Rojas","2021-04-04 00:00:00","Calle Lira, 198","Santiago",NULL,"Chile",NULL,"1.98",1,"0.99"
702,"Cotton Fields",55,"Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J.C. Fogerty",178181,5919224,"0.99",23,59,"Puja","Srivastava","2021-04-05 00:00:00","3,Raj Bhavan Road","Bangalore",NULL,"India","560001","3.96",1,"0.99"
704,"Don't Look Now",55,"Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J.C. Fogerty",131918,4366455,"0.99",23,59,"Puja","Srivastava","2021-04-05 00:00:00","3,Raj Bhavan Road","Bangalore",NULL,"India","560001","3.96",1,"0.99"
706,"Before You Accuse Me",55,"Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J.C. Fogerty",207804,6815126,"0.99",23,59,"Puja","Srivastava","2021-04-05 00:00:00","3,Raj Bhavan Road","Bangalore",NULL,"India","560001","3.96",1,"0.99"
708,"Pagan Baby",55,"Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J.C. Fogerty",385619,12713813,"0.99",23,59,"Puja","Srivastava","2021-04-05 00:00:00","3,Raj Bhavan Road","Bangalore",NULL,"India","560001","3.96",1,"0.99"
712,"Born To Move",55,"Chronicle, Vol. 2",76,"Creedence Clearwater Revival",1,"MPEG audio file",1,"Rock","J.C. Fogerty",342804,11260814,"0.99",24,4,"Bjørn","Hansen","2021-04-06 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","5.94",1,"0.99"
716,"Brasil",56,"Cássia Eller - Coleção Sem Limite [Disc 2]",77,"Cássia Eller",1,"MPEG audio file",7,"Latin",NULL,243696,7911683,"0.99",24,4,"Bjørn","Hansen","2021-04-06 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","5.94",1,"0.99"
720,"Coroné Antonio Bento",56,"Cássia Eller - Coleção Sem Limite [Disc 2]",77,"Cássia Eller",1,"MPEG audio file",7,"Latin",NULL,200437,6713066,"0.99",24,4,"Bjørn","Hansen","2021-04-06 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","5.94",1,"0.99"
724,"Música Urbana 2",56,"Cássia Eller - Coleção Sem Limite [Disc 2]",77,"Cássia Eller",1,"MPEG audio file",7,"Latin",NULL,194899,6383472,"0.99",24,4,"Bjørn","Hansen","2021-04-06 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","5.94",1,"0.99"
728,"Woman Of The World (Ao Vivo)",56,"Cássia Eller - Coleção Sem Limite [Disc 2]",77,"Cássia Eller",1,"MPEG audio file",7,"Latin",NULL,298919,9724145,"0.99",24,4,"Bjørn","Hansen","2021-04-06 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","5.94",1,"0.99"
732,"Smells Like Teen Spirit (Ao Vivo)",57,"Cássia Eller - Sem Limite [Disc 1]",77,"Cássia Eller",1,"MPEG audio file",7,"Latin",NULL,316865,10384506,"0.99",24,4,"Bjørn","Hansen","2021-04-06 00:00:00","Ullevålsveien 14","Oslo",NULL,"Norway","0171","5.94",1,"0.99"
738,"Admirável Gado Novo",57,"Cássia Eller - Sem Limite [Disc 1]",77,"Cássia Eller",1,"MPEG audio file",7,"Latin",NULL,274390,9144031,"0.99",25,10,"Eduardo","Martins","2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91",1,"0.99"
744,"Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos)",57,"Cássia Eller - Sem Limite [Disc 1]",77,"Cássia Eller",1,"MPEG audio file",7,"Latin",NULL,188473,6195854,"0.99",25,10,"Eduardo","Martins","2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91",1,"0.99"
750,"Drifter",58,"Come Taste The Band",58,"Deep Purple",1,"MPEG audio file",1,"Rock","Bolin/Coverdale",242834,8001505,"0.99",25,10,"Eduardo","Martins","2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91",1,"0.99"
756,"Child In Time",59,"Deep Purple In Rock",58,"Deep Purple",1,"MPEG audio file",1,"Rock","Blackmore, Gillan, Glover, Lord, Paice",620460,20230089,"0.99",25,10,"Eduardo","Martins","2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91",1,"0.99"
762,"No No No",60,"Fireball",58,"Deep Purple",1,"MPEG audio file",1,"Rock","Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",414902,13646606,"0.99",25,10,"Eduardo","Martins","2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91",1,"0.99"
768,"Knocking At Your Back Door",61,"Knocking at Your Back Door: The Best Of Deep Purple in the 80's",58,"Deep Purple",1,"MPEG audio file",1,"Rock","Richie Blackmore, Ian Gillian, Roger Glover",424829,13779332,"0.99",25,10,"Eduardo","Martins","2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91",1,"0.99"
774,"The Unwritten Law",61,"Knocking at Your Back Door: The Best Of Deep Purple in the 80's",58,"Deep Purple",1,"MPEG audio file",1,"Rock","Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",295053,9740361,"0.99",25,10,"Eduardo","Martins","2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91",1,"0.99"
780,"Maybe I'm A Leo",62,"Machine Head",58,"Deep Purple",1,"MPEG audio file",1,"Rock","Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",290455,9502646,"0.99",25,10,"Eduardo","Martins","2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91",1,"0.99"
786,"Vavoom : Ted The Mechanic",63,"Purpendicular",58,"Deep Purple",1,"MPEG audio file",1,"Rock","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",257384,8510755,"0.99",25,10,"Eduardo","Martins","2021-04-09 00:00:00","Rua Dr. Falcão Filho, 155","São Paulo","SP","Brazil","01007-010","8.91",1,"0.99"
795,"Hey Cisco",63,"Purpendicular",58,"Deep Purple",1,"MPEG audio file",1,"Rock","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",354089,11600029,"0.99",26,19,"Tim","Goyer","2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86",1,"0.99"
804,"Fortuneteller",64,"Slaves And Masters",58,"Deep Purple",1,"MPEG audio file",1,"Rock","Blackmore, Glover, Turner, Lord, Paice",349335,11369671,"0.99",26,19,"Tim","Goyer","2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86",1,"0.99"
813,"High Ball Shooter",65,"Stormbringer",58,"Deep Purple",1,"MPEG audio file",1,"Rock","D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore",267833,8772471,"0.99",26,19,"Tim","Goyer","2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86",1,"0.99"
822,"A Twist In The Tail",66,"The Battle Rages On",58,"Deep Purple",1,"MPEG audio file",1,"Rock","roger glover",257462,8413103,"0.99",26,19,"Tim","Goyer","2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86",1,"0.99"
831,"Animal",67,"Vault: Def Leppard's Greatest Hits",78,"Def Leppard",1,"MPEG audio file",1,"Rock",NULL,244741,7985133,"0.99",26,19,"Tim","Goyer","2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86",1,"0.99"
840,"Hysteria",67,"Vault: Def Leppard's Greatest Hits",78,"Def Leppard",1,"MPEG audio file",1,"Rock",NULL,355056,11622738,"0.99",26,19,"Tim","Goyer","2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86",1,"0.99"
849,"Baltimore, DC",68,"Outbreak",79,"Dennis Chambers",1,"MPEG audio file",2,"Jazz","John Scofield",346932,11394473,"0.99",26,19,"Tim","Goyer","2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86",1,"0.99"
858,"Esquinas",69,"Djavan Ao Vivo - Vol. 02",80,"Djavan",1,"MPEG audio file",7,"Latin",NULL,280999,9096726,"0.99",26,19,"Tim","Goyer","2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86",1,"0.99"
867,"Açai",70,"Djavan Ao Vivo - Vol. 1",80,"Djavan",1,"MPEG audio file",7,"Latin","Djavan",270968,8893682,"0.99",26,19,"Tim","Goyer","2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86",1,"0.99"
876,"Um Amor Puro",70,"Djavan Ao Vivo - Vol. 1",80,"Djavan",1,"MPEG audio file",7,"Latin","Djavan",327105,10664698,"0.99",26,19,"Tim","Goyer","2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86",1,"0.99"
885,"Fascinação",71,"Elis Regina-Minha História",41,"Elis Regina",1,"MPEG audio file",7,"Latin",NULL,180793,5793959,"0.99",26,19,"Tim","Goyer","2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86",1,"0.99"
894,"Sunshine Of Your Love",72,"The Cream Of Clapton",81,"Eric Clapton",1,"MPEG audio file",6,"Blues","Bruce/Clapton",252891,8225889,"0.99",26,19,"Tim","Goyer","2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86",1,"0.99"
903,"Lay Down Sally",72,"The Cream Of Clapton",81,"Eric Clapton",1,"MPEG audio file",6,"Blues","Clapton/Levy",231732,7774207,"0.99",26,19,"Tim","Goyer","2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86",1,"0.99"
912,"Tears In Heaven",73,"Unplugged",81,"Eric Clapton",1,"MPEG audio file",6,"Blues","Eric Clapton, Will Jennings",274729,9032835,"0.99",26,19,"Tim","Goyer","2021-04-14 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","13.86",1,"0.99"
926,"Naked In Front Of The Computer",74,"Album Of The Year",82,"Faith No More",1,"MPEG audio file",4,"Alternative & Punk","Mike Patton",128757,4225077,"0.99",27,33,"Ellie","Sullivan","2021-04-22 00:00:00","5112 48 Street","Yellowknife","NT","Canada","X1A 1N6","0.99",1,"0.99"
927,"Helpless",74,"Album Of The Year",82,"Faith No More",1,"MPEG audio file",4,"Alternative & Punk","Bill Gould/Mike Bordin/Mike Patton",326217,10753135,"0.99",28,34,"João","Fernandes","2021-05-05 00:00:00","Rua da Assunção 53","Lisbon",NULL,"Portugal",NULL,"1.98",1,"0.99"
928,"Mouth To Mouth",74,"Album Of The Year",82,"Faith No More",1,"MPEG audio file",4,"Alternative & Punk","Bill Gould/Jon Hudson/Mike Bordin/Mike Patton",228493,7505887,"0.99",28,34,"João","Fernandes","2021-05-05 00:00:00","Rua da Assunção 53","Lisbon",NULL,"Portugal",NULL,"1.98",1,"0.99"
930,"She Loves Me Not",74,"Album Of The Year",82,"Faith No More",1,"MPEG audio file",4,"Alternative & Punk","Bill Gould/Mike Bordin/Mike Patton",209867,6887544,"0.99",29,36,"Hannah","Schneider","2021-05-05 00:00:00","Tauentzienstraße 8","Berlin",NULL,"Germany","10789","1.98",1,"0.99"
932,"Paths Of Glory",74,"Album Of The Year",82,"Faith No More",1,"MPEG audio file",4,"Alternative & Punk","Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum",257253,8436300,"0.99",29,36,"Hannah","Schneider","2021-05-05 00:00:00","Tauentzienstraße 8","Berlin",NULL,"Germany","10789","1.98",1,"0.99"
934,"Pristina",74,"Album Of The Year",82,"Faith No More",1,"MPEG audio file",4,"Alternative & Punk","Bill Gould/Mike Patton",232698,7497361,"0.99",30,38,"Niklas","Schröder","2021-05-06 00:00:00","Barbarossastraße 19","Berlin",NULL,"Germany","10779","3.96",1,"0.99"
936,"Caffeine",75,"Angel Dust",82,"Faith No More",1,"MPEG audio file",4,"Alternative & Punk",NULL,267937,8747367,"0.99",30,38,"Niklas","Schröder","2021-05-06 00:00:00","Barbarossastraße 19","Berlin",NULL,"Germany","10779","3.96",1,"0.99"
938,"RV",75,"Angel Dust",82,"Faith No More",1,"MPEG audio file",4,"Alternative & Punk",NULL,223242,7288162,"0.99",30,38,"Niklas","Schröder","2021-05-06 00:00:00","Barbarossastraße 19","Berlin",NULL,"Germany","10779","3.96",1,"0.99"
940,"Everything's Ruined",75,"Angel Dust",82,"Faith No More",1,"MPEG audio file",4,"Alternative & Punk",NULL,273658,9010917,"0.99",30,38,"Niklas","Schröder","2021-05-06 00:00:00","Barbarossastraße 19","Berlin",NULL,"Germany","10779","3.96",1,"0.99"
944,"A Small Victory",75,"Angel Dust",82,"Faith No More",1,"MPEG audio file",4,"Alternative & Punk",NULL,297168,9733572,"0.99",31,42,"Wyatt","Girard","2021-05-07 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","5.94",1,"0.99"
948,"Easy",75,"Angel Dust",82,"Faith No More",1,"MPEG audio file",4,"Alternative & Punk",NULL,185835,6073008,"0.99",31,42,"Wyatt","Girard","2021-05-07 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","5.94",1,"0.99"
952,"The Gentle Art Of Making Enemies",76,"King For A Day Fool For A Lifetime",82,"Faith No More",1,"MPEG audio file",1,"Rock","Mike Bordin, Billy Gould, Mike Patton",209319,6908609,"0.99",31,42,"Wyatt","Girard","2021-05-07 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","5.94",1,"0.99"
956,"Ugly In The Morning",76,"King For A Day Fool For A Lifetime",82,"Faith No More",1,"MPEG audio file",1,"Rock","Mike Bordin, Billy Gould, Mike Patton",186435,6224997,"0.99",31,42,"Wyatt","Girard","2021-05-07 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","5.94",1,"0.99"
960,"What A Day",76,"King For A Day Fool For A Lifetime",82,"Faith No More",1,"MPEG audio file",1,"Rock","Mike Bordin, Billy Gould, Mike Patton",158275,5203430,"0.99",31,42,"Wyatt","Girard","2021-05-07 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","5.94",1,"0.99"
964,"From Out Of Nowhere",77,"The Real Thing",82,"Faith No More",1,"MPEG audio file",4,"Alternative & Punk","Faith No More",202527,6587802,"0.99",31,42,"Wyatt","Girard","2021-05-07 00:00:00","9, Place Louis Barthou","Bordeaux",NULL,"France","33000","5.94",1,"0.99"
970,"Underwater Love",77,"The Real Thing",82,"Faith No More",1,"MPEG audio file",4,"Alternative & Punk","Faith No More",231993,7634387,"0.99",32,48,"Johannes","Van der Berg","2021-05-10 00:00:00","Lijnbaansgracht 120bg","Amsterdam","VV","Netherlands","1016","8.91",1,"0.99"
976,"Falamansa Song",78,"Deixa Entrar",83,"Falamansa",1,"MPEG audio file",7,"Latin",NULL,237165,7921313,"0.99",32,48,"Johannes","Van der Berg","2021-05-10 00:00:00","Lijnbaansgracht 120bg","Amsterdam","VV","Netherlands","1016","8.91",1,"0.99"
982,"Avisa",78,"Deixa Entrar",83,"Falamansa",1,"MPEG audio file",7,"Latin",NULL,355030,11844320,"0.99",32,48,"Johannes","Van der Berg","2021-05-10 00:00:00","Lijnbaansgracht 120bg","Amsterdam","VV","Netherlands","1016","8.91",1,"0.99"
988,"Desaforo",78,"Deixa Entrar",83,"Falamansa",1,"MPEG audio file",7,"Latin",NULL,174524,5853561,"0.99",32,48,"Johannes","Van der Berg","2021-05-10 00:00:00","Lijnbaansgracht 120bg","Amsterdam","VV","Netherlands","1016","8.91",1,"0.99"
994,"The Last Song",79,"In Your Honor [Disc 1]",84,"Foo Fighters",1,"MPEG audio file",1,"Rock","Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",199523,6496742,"0.99",32,48,"Johannes","Van der Berg","2021-05-10 00:00:00","Lijnbaansgracht 120bg","Amsterdam","VV","Netherlands","1016","8.91",1,"0.99"
1000,"What If I Do?",80,"In Your Honor [Disc 2]",84,"Foo Fighters",1,"MPEG audio file",1,"Rock","Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",302994,9929799,"0.99",32,48,"Johannes","Van der Berg","2021-05-10 00:00:00","Lijnbaansgracht 120bg","Amsterdam","VV","Netherlands","1016","8.91",1,"0.99"
1006,"Virginia Moon",80,"In Your Honor [Disc 2]",84,"Foo Fighters",1,"MPEG audio file",1,"Rock","Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",229198,7494639,"0.99",32,48,"Johannes","Van der Berg","2021-05-10 00:00:00","Lijnbaansgracht 120bg","Amsterdam","VV","Netherlands","1016","8.91",1,"0.99"
1012,"Times Like These",81,"One By One",84,"Foo Fighters",1,"MPEG audio file",4,"Alternative & Punk","Foo Fighters",266370,8624691,"0.99",32,48,"Johannes","Van der Berg","2021-05-10 00:00:00","Lijnbaansgracht 120bg","Amsterdam","VV","Netherlands","1016","8.91",1,"0.99"
